,"Interval|""ms""|0|0|1","Utc|""ms""|0|0|1","Analog4|""Volts""|0.0|5.0|500","Analog5|""Volts""|0.0|5.0|500","Battery|""Volts""|0.0|20.0|1","AccelX|""G""|-3.0|3.0|200","AccelY|""G""|-3.0|3.0|200","AccelZ|""G""|-3.0|3.0|200","Yaw|""Deg/Sec""|-120|120|200","Pitch|""Deg/Sec""|-120|120|200","Roll|""Deg/Sec""|-120|120|200","Gsum|""G""|0.0|3.0|200","RPM|""rpm""|0|8000|500","RPM2|""rpm""|0|8000|500","GPIO1|""""|0.0|1.0|50","Latitude|Degrees|-180.0|180.0|25","Longitude|Degrees|-180.0|180.0|25","Speed|mph|0.0|150.0|25","Altitude|""ft""|0.0|4000.0|25","GPSSats|""""|0|20|25","GPSQual|""""|0|5|25","GPSDOP|""""|0.0|20.0|25"
59793,124753,1714855206892,1.5,1.93,,-0.07,0.06,1.04,1.0,2.0,0.0,0.09,0,52,,,,,,,,
59794,124755,1714855206894,1.51,1.94,,,,,,,,,0,52,,,,,,,,
59795,124757,1714855206896,1.5,1.94,,,,,,,,,0,52,,,,,,,,
59796,124759,1714855206898,1.51,1.94,,,,,,,,,0,52,,,,,,,,
59797,124761,1714855206900,1.51,1.94,,,,,,,,,0,52,,,,,,,,
59798,124763,1714855206902,1.51,1.94,,-0.03,0.02,1.08,1.0,-4.0,-1.0,0.03,0,52,0.0,39.67432,-77.417763,0.0,1144.4,9.0,3.0,1.6
59799,124765,1714855206904,1.51,1.94,,,,,,,,,0,52,,,,,,,,
59800,124767,1714855206906,1.5,1.93,,,,,,,,,0,52,,,,,,,,
59801,124769,1714855206908,1.51,1.93,,,,,,,,,0,52,,,,,,,,
59802,124771,1714855206912,1.51,1.94,,,,,,,,,0,52,,,,,,,,
59803,124773,1714855206914,1.5,1.93,,0.2,0.01,0.83,-1.0,-2.0,0.0,0.2,0,52,,,,,,,,
59804,124775,1714855206916,1.5,1.93,,,,,,,,,0,52,,,,,,,,
59805,124777,1714855206918,1.5,1.94,,,,,,,,,0,52,,,,,,,,
59806,124779,1714855206920,1.5,1.93,,,,,,,,,0,52,,,,,,,,
59807,124781,1714855206922,1.49,1.93,,,,,,,,,0,52,,,,,,,,
59808,124783,1714855206924,1.49,1.93,,0.11,0.06,1.0,0.0,4.0,0.0,0.12,0,52,0.0,,,,,,,
59809,124785,1714855206926,1.5,1.93,,,,,,,,,0,52,,,,,,,,
59810,124787,1714855206928,1.5,1.93,,,,,,,,,0,52,,,,,,,,
59811,124789,1714855206930,1.48,1.92,,,,,,,,,0,52,,,,,,,,
59812,124791,1714855206932,1.49,1.92,,,,,,,,,0,52,,,,,,,,
59813,124793,1714855206934,1.49,1.91,,-0.07,0.07,1.1,0.0,1.0,0.0,0.1,0,52,,,,,,,,
59814,124795,1714855206936,1.48,1.91,,,,,,,,,0,52,,,,,,,,
59815,124797,1714855206938,1.48,1.9,,,,,,,,,0,52,,,,,,,,
59816,124799,1714855206940,1.46,1.89,,,,,,,,,0,52,,,,,,,,
59817,124801,1714855206942,1.47,1.9,,,,,,,,,0,52,,,,,,,,
59818,124803,1714855206944,1.47,1.9,,-0.0,-0.02,0.95,0.0,-5.0,-1.0,0.02,0,52,0.0,39.67432,-77.417763,0.0,1144.4,9.0,3.0,1.6
59819,124805,1714855206946,1.47,1.9,,,,,,,,,0,52,,,,,,,,
59820,124807,1714855206948,1.47,1.9,,,,,,,,,0,52,,,,,,,,
59821,124809,1714855206950,1.47,1.9,,,,,,,,,0,52,,,,,,,,
59822,124811,1714855206952,1.47,1.9,,,,,,,,,0,52,,,,,,,,
59823,124813,1714855206954,1.47,1.9,,0.24,0.04,0.94,-1.0,3.0,1.0,0.24,0,52,,,,,,,,
59824,124815,1714855206956,1.47,1.9,,,,,,,,,0,52,,,,,,,,
59825,124817,1714855206958,1.48,1.91,,,,,,,,,0,52,,,,,,,,
59826,124819,1714855206960,1.48,1.91,,,,,,,,,0,52,,,,,,,,
59827,124821,1714855206962,1.48,1.91,,,,,,,,,0,52,,,,,,,,
59828,124823,1714855206964,1.47,1.9,,0.1,0.09,0.99,1.0,0.0,0.0,0.13,0,52,0.0,,,,,,,
59829,124825,1714855206966,1.47,1.9,,,,,,,,,0,52,,,,,,,,
59830,124827,1714855206968,1.48,1.9,,,,,,,,,0,52,,,,,,,,
59831,124829,1714855206970,1.48,1.91,,,,,,,,,0,52,,,,,,,,
59832,124831,1714855206972,1.49,1.92,,,,,,,,,0,52,,,,,,,,
59833,124833,1714855206974,1.5,1.93,,-0.06,0.01,1.14,0.0,1.0,0.0,0.06,0,52,,,,,,,,
59834,124835,1714855206976,1.51,1.94,,,,,,,,,0,52,,,,,,,,
59835,124837,1714855206978,1.51,1.94,,,,,,,,,0,52,,,,,,,,
59836,124839,1714855206980,1.51,1.94,,,,,,,,,0,52,,,,,,,,
59837,124841,1714855206982,1.51,1.94,,,,,,,,,0,52,,,,,,,,
59838,124843,1714855206984,1.51,1.94,,0.08,-0.0,0.92,0.0,-5.0,0.0,0.08,0,52,0.0,39.67432,-77.417763,0.0,1144.4,9.0,3.0,1.6
59839,124845,1714855206986,1.51,1.94,,,,,,,,,0,52,,,,,,,,
59840,124847,1714855206988,1.51,1.94,,,,,,,,,0,52,,,,,,,,
59841,124849,1714855206990,1.51,1.93,,,,,,,,,0,52,,,,,,,,
59842,124851,1714855206992,1.46,1.88,,,,,,,,,0,52,,,,,,,,
59843,124853,1714855206994,1.47,1.9,,0.22,0.03,0.92,0.0,5.0,1.0,0.23,0,52,,,,,,,,
59844,124855,1714855206996,1.48,1.9,,,,,,,,,0,52,,,,,,,,
59845,124857,1714855206992,1.48,1.91,,,,,,,,,0,52,,,,,,,,
59846,124859,1714855206994,1.5,1.91,,,,,,,,,0,52,,,,,,,,
59847,124861,1714855206996,1.48,1.9,,,,,,,,,0,52,,,,,,,,
59848,124863,1714855206998,1.47,1.9,,0.0,0.07,1.07,0.0,0.0,0.0,0.07,0,52,0.0,,,,,,,
59849,124865,1714855207000,1.47,1.9,,,,,,,,,0,52,,,,,,,,
59850,124867,1714855207002,1.47,1.9,,,,,,,,,0,32,,,,,,,,
59851,124869,1714855207004,1.48,1.9,,,,,,,,,0,32,,,,,,,,
59852,124871,1714855207006,1.49,1.91,,,,,,,,,0,32,,,,,,,,
59853,124873,1714855207008,1.49,1.91,,-0.08,0.01,1.06,1.0,-2.0,-1.0,0.08,0,32,,,,,,,,
59854,124875,1714855207010,1.49,1.92,,,,,,,,,0,32,,,,,,,,
59855,124877,1714855207012,1.5,1.92,,,,,,,,,0,32,,,,,,,,
59856,124879,1714855207014,1.5,1.93,,,,,,,,,0,32,,,,,,,,
59857,124881,1714855207016,1.51,1.93,,,,,,,,,0,32,,,,,,,,
59858,124883,1714855207018,1.51,1.94,,0.13,0.01,0.9,-1.0,-2.0,0.0,0.13,0,32,0.0,39.67432,-77.417763,0.0,1144.4,9.0,3.0,1.6
59859,124885,1714855207020,1.51,1.94,,,,,,,,,0,32,,,,,,,,
59860,124887,1714855207022,1.51,1.94,,,,,,,,,0,32,,,,,,,,
59861,124889,1714855207024,1.51,1.94,,,,,,,,,0,32,,,,,,,,
59862,124891,1714855207032,1.51,1.94,,,,,,,,,0,32,,,,,,,,
59863,124893,1714855207034,1.51,1.94,,0.18,0.03,0.99,0.0,2.0,0.0,0.19,0,32,,,,,,,,
59864,124895,1714855207036,1.51,1.93,,,,,,,,,0,32,,,,,,,,
59865,124897,1714855207038,1.5,1.92,,,,,,,,,0,32,,,,,,,,
59866,124899,1714855207040,1.49,1.92,,,,,,,,,0,32,,,,,,,,
59867,124901,1714855207042,1.47,1.89,,,,,,,,,0,32,,,,,,,,
59868,124903,1714855207044,1.47,1.89,,-0.06,0.05,1.05,1.0,2.0,0.0,0.08,0,108,0.0,,,,,,,
59869,124905,1714855207046,1.47,1.9,,,,,,,,,0,108,,,,,,,,
59870,124907,1714855207048,1.49,1.92,,,,,,,,,0,108,,,,,,,,
59871,124909,1714855207050,1.5,1.93,,,,,,,,,0,108,,,,,,,,
59872,124911,1714855207052,1.51,1.92,,,,,,,,,0,108,,,,,,,,
59873,124913,1714855207054,1.51,1.92,,-0.02,0.01,1.08,1.0,-4.0,-1.0,0.02,0,108,,,,,,,,
59874,124915,1714855207056,1.51,1.94,,,,,,,,,0,108,,,,,,,,
59875,124917,1714855207058,1.51,1.94,,,,,,,,,0,108,,,,,,,,
59876,124919,1714855207060,1.51,1.94,,,,,,,,,0,108,,,,,,,,
59877,124921,1714855207062,1.51,1.94,,,,,,,,,0,108,,,,,,,,
59878,124923,1714855207064,1.51,1.94,,0.19,-0.0,0.84,-1.0,-1.0,0.0,0.19,0,108,0.0,39.67432,-77.417763,0.0,1144.4,9.0,3.0,1.6
59879,124925,1714855207066,1.51,1.94,,,,,,,,,0,108,,,,,,,,
59880,124927,1714855207068,1.51,1.94,,,,,,,,,0,108,,,,,,,,
59881,124929,1714855207070,1.51,1.94,,,,,,,,,0,108,,,,,,,,
59882,124931,1714855207072,1.51,1.94,,,,,,,,,0,108,,,,,,,,
59883,124933,1714855207074,1.51,1.94,,0.1,0.04,1.0,0.0,3.0,0.0,0.11,0,108,,,,,,,,
59884,124935,1714855207076,1.51,1.94,,,,,,,,,0,108,,,,,,,,
59885,124937,1714855207078,1.51,1.93,,,,,,,,,0,108,,,,,,,,
59886,124939,1714855207080,1.51,1.93,,,,,,,,,0,108,,,,,,,,
59887,124941,1714855207082,1.51,1.93,,,,,,,,,0,104,,,,,,,,
59888,124943,1714855207084,1.51,1.94,,-0.06,0.06,1.1,0.0,1.0,0.0,0.09,0,104,0.0,,,,,,,
59889,124945,1714855207086,1.51,1.93,,,,,,,,,0,104,,,,,,,,
59890,124947,1714855207088,1.51,1.94,,,,,,,,,0,104,,,,,,,,
59891,124949,1714855207090,1.51,1.93,,,,,,,,,0,104,,,,,,,,
59892,124951,1714855207092,1.51,1.93,,,,,,,,,0,104,,,,,,,,
59893,124953,1714855207094,1.44,1.86,,0.01,-0.02,0.94,0.0,-5.0,0.0,0.02,0,104,,,,,,,,
59894,124955,1714855207096,1.47,1.9,,,,,,,,,0,104,,,,,,,,
59895,124957,1714855207098,1.48,1.9,,,,,,,,,0,104,,,,,,,,
59896,124959,1714855207100,1.49,1.92,,,,,,,,,0,104,,,,,,,,
59897,124961,1714855207102,1.49,1.92,,,,,,,,,0,104,,,,,,,,
59898,124963,1714855207104,1.49,1.91,,0.23,0.02,0.94,-1.0,3.0,1.0,0.23,0,104,0.0,39.67432,-77.417763,0.0,1144.4,9.0,3.0,1.6
59899,124965,1714855207106,1.49,1.92,,,,,,,,,0,104,,,,,,,,
59900,124967,1714855207108,1.49,1.91,,,,,,,,,0,104,,,,,,,,
59901,124969,1714855207110,1.49,1.92,,,,,,,,,0,104,,,,,,,,
59902,124971,1714855207112,1.49,1.92,,,,,,,,,0,104,,,,,,,,
59903,124973,1714855207114,1.5,1.92,,0.09,0.08,0.98,1.0,0.0,0.0,0.12,0,104,,,,,,,,
59904,124975,1714855207116,1.5,1.93,,,,,,,,,0,104,,,,,,,,
59905,124977,1714855207118,1.51,1.93,,,,,,,,,0,104,,,,,,,,
59906,124979,1714855207120,1.5,1.93,,,,,,,,,0,108,,,,,,,,
59907,124981,1714855207122,1.5,1.91,,,,,,,,,0,108,,,,,,,,
59908,124983,1714855207124,1.49,1.9,,-0.08,0.03,1.13,1.0,0.0,0.0,0.08,0,108,0.0,,,,,,,
59909,124985,1714855207126,1.48,1.9,,,,,,,,,0,108,,,,,,,,
59910,124987,1714855207128,1.48,1.91,,,,,,,,,0,108,,,,,,,,
59911,124989,1714855207130,1.51,1.92,,,,,,,,,0,108,,,,,,,,
59912,124991,1714855207132,1.49,1.92,,,,,,,,,0,108,,,,,,,,
59913,124993,1714855207134,1.5,1.93,,0.08,-0.01,0.91,0.0,-5.0,0.0,0.08,0,108,,,,,,,,
59914,124995,1714855207136,1.51,1.94,,,,,,,,,0,108,,,,,,,,
59915,124997,1714855207138,1.51,1.94,,,,,,,,,0,108,,,,,,,,
59916,124999,1714855207140,1.51,1.94,,,,,,,,,0,108,,,,,,,,
59917,125001,1714855207142,1.51,1.94,,,,,,,,,0,108,,,,,,,,
59918,125003,1714855207144,1.51,1.94,,0.2,0.03,0.94,0.0,4.0,1.0,0.21,0,108,0.0,39.67432,-77.417763,0.0,1144.4,9.0,3.0,1.6
59919,125005,1714855207146,1.52,1.94,,,,,,,,,0,108,,,,,,,,
59920,125007,1714855207148,1.51,1.93,,,,,,,,,0,108,,,,,,,,
59921,125009,1714855207150,1.49,1.91,,,,,,,,,0,108,,,,,,,,
59922,125011,1714855207152,1.47,1.89,,,,,,,,,0,108,,,,,,,,
59923,125013,1714855207154,1.49,1.92,,0.02,0.08,1.06,0.0,1.0,0.0,0.08,0,108,,,,,,,,
59924,125015,1714855207156,1.5,1.93,,,,,,,,,0,108,,,,,,,,
59925,125017,1714855207158,1.51,1.94,,,,,,,,,0,104,,,,,,,,
59926,125019,1714855207160,1.51,1.94,,,,,,,,,0,104,,,,,,,,
59927,125021,1714855207162,1.52,1.94,,,,,,,,,0,104,,,,,,,,
59928,125023,1714855207164,1.52,1.94,,-0.08,0.03,1.06,0.0,-2.0,-1.0,0.08,0,104,0.0,,,,,,,
59929,125025,1714855207166,1.51,1.94,,,,,,,,,0,104,,,,,,,,
59930,125027,1714855207168,1.5,1.92,,,,,,,,,0,104,,,,,,,,
59931,125029,1714855207170,1.46,1.88,,,,,,,,,0,104,,,,,,,,
59932,125031,1714855207172,1.48,1.9,,,,,,,,,0,104,,,,,,,,
59933,125033,1714855207174,1.5,1.92,,0.14,0.02,0.89,0.0,-2.0,0.0,0.14,0,104,,,,,,,,
59934,125035,1714855207176,1.51,1.93,,,,,,,,,0,104,,,,,,,,
59935,125037,1714855207178,1.51,1.94,,,,,,,,,0,104,,,,,,,,
59936,125039,1714855207180,1.51,1.94,,,,,,,,,0,104,,,,,,,,
59937,125041,1714855207182,1.52,1.94,,,,,,,,,0,104,,,,,,,,
59938,125043,1714855207184,1.51,1.94,13.13,0.18,0.04,0.99,0.0,2.0,0.0,0.19,0,104,0.0,39.67432,-77.417763,0.0,1144.4,9.0,3.0,1.6
59939,125045,1714855207186,1.49,1.93,,,,,,,,,0,104,,,,,,,,
59940,125047,1714855207188,1.47,1.91,,,,,,,,,0,104,,,,,,,,
59941,125049,1714855207190,1.47,1.9,,,,,,,,,0,104,,,,,,,,
59942,125051,1714855207192,1.49,1.89,,,,,,,,,0,104,,,,,,,,
59943,125053,1714855207194,1.49,1.92,,-0.06,0.06,1.04,1.0,2.0,0.0,0.09,0,104,,,,,,,,
59944,125055,1714855207196,1.5,1.92,,,,,,,,,0,104,,,,,,,,
59945,125057,1714855207198,1.51,1.93,,,,,,,,,0,104,,,,,,,,
59946,125059,1714855207200,1.47,1.91,,,,,,,,,0,104,,,,,,,,
59947,125061,1714855207202,1.47,1.89,,,,,,,,,0,104,,,,,,,,
59948,125063,1714855207204,1.47,1.9,,-0.02,0.03,1.09,0.0,-3.0,-1.0,0.03,0,104,0.0,,,,,,,
59949,125065,1714855207206,1.49,1.92,,,,,,,,,0,104,,,,,,,,
59950,125067,1714855207208,1.51,1.93,,,,,,,,,0,104,,,,,,,,
59951,125069,1714855207210,1.51,1.94,,,,,,,,,0,104,,,,,,,,
59952,125071,1714855207212,1.52,1.94,,,,,,,,,0,104,,,,,,,,
59953,125073,1714855207214,1.52,1.94,,0.19,0.0,0.83,0.0,-2.0,0.0,0.19,0,104,,,,,,,,
59954,125075,1714855207216,1.51,1.93,,,,,,,,,0,104,,,,,,,,
59955,125077,1714855207218,1.49,1.91,,,,,,,,,0,104,,,,,,,,
59956,125079,1714855207220,1.46,1.88,,,,,,,,,0,104,,,,,,,,
59957,125081,1714855207222,1.48,1.9,,,,,,,,,0,104,,,,,,,,
59958,125083,1714855207224,1.5,1.93,,0.1,0.05,0.99,0.0,4.0,0.0,0.11,0,104,0.0,39.67432,-77.417763,0.0,1144.4,9.0,3.0,1.6
59959,125085,1714855207226,1.51,1.94,,,,,,,,,0,104,,,,,,,,
59960,125087,1714855207228,1.51,1.94,,,,,,,,,0,104,,,,,,,,
59961,125089,1714855207230,1.51,1.94,,,,,,,,,0,104,,,,,,,,
59962,125091,1714855207232,1.5,1.92,,,,,,,,,0,104,,,,,,,,
59963,125093,1714855207234,1.46,1.88,,-0.06,0.06,1.1,0.0,1.0,0.0,0.09,0,104,,,,,,,,
59964,125095,1714855207236,1.48,1.9,,,,,,,,,0,104,,,,,,,,
59965,125097,1714855207238,1.5,1.92,,,,,,,,,0,104,,,,,,,,
59966,125099,1714855207240,1.51,1.94,,,,,,,,,0,104,,,,,,,,
59967,125101,1714855207242,1.52,1.94,,,,,,,,,0,104,,,,,,,,
59968,125103,1714855207244,1.51,1.93,,-0.0,-0.01,0.95,0.0,-5.0,0.0,0.01,0,104,0.0,,,,,,,
59969,125105,1714855207246,1.48,1.9,,,,,,,,,0,104,,,,,,,,
59970,125107,1714855207248,1.46,1.88,,,,,,,,,0,104,,,,,,,,
59971,125109,1714855207250,1.49,1.91,,,,,,,,,0,104,,,,,,,,
59972,125111,1714855207252,1.51,1.93,,,,,,,,,0,104,,,,,,,,
59973,125113,1714855207254,1.51,1.93,,0.23,0.04,0.93,-1.0,2.0,1.0,0.24,0,104,,,,,,,,
59974,125115,1714855207256,1.52,1.94,,,,,,,,,0,104,,,,,,,,
59975,125117,1714855207258,1.49,1.93,,,,,,,,,0,104,,,,,,,,
59976,125119,1714855207260,1.47,1.9,,,,,,,,,0,104,,,,,,,,
59977,125121,1714855207262,1.5,1.92,,,,,,,,,0,104,,,,,,,,
59978,125123,1714855207264,1.51,1.94,,0.11,0.09,1.0,1.0,0.0,0.0,0.14,0,104,0.0,39.67432,-77.417763,0.0,1144.4,9.0,3.0,1.6
59979,125125,1714855207266,1.52,1.94,,,,,,,,,0,104,,,,,,,,
59980,125127,1714855207268,1.52,1.94,,,,,,,,,0,104,,,,,,,,
59981,125129,1714855207270,1.5,1.93,,,,,,,,,0,104,,,,,,,,
59982,125131,1714855207272,1.5,1.92,,,,,,,,,0,104,,,,,,,,
59983,125133,1714855207274,1.47,1.89,,-0.07,0.02,1.13,0.0,1.0,0.0,0.07,0,104,,,,,,,,
59984,125135,1714855207276,1.46,1.89,,,,,,,,,0,104,,,,,,,,
59985,125137,1714855207278,1.48,1.91,,,,,,,,,0,104,,,,,,,,
59986,125139,1714855207280,1.5,1.92,,,,,,,,,0,104,,,,,,,,
59987,125141,1714855207282,1.51,1.94,,,,,,,,,0,104,,,,,,,,
59988,125143,1714855207284,1.51,1.93,,0.07,-0.0,0.94,0.0,-5.0,0.0,0.07,0,104,0.0,,,,,,,
59989,125145,1714855207286,1.52,1.94,,,,,,,,,0,104,,,,,,,,
59990,125147,1714855207288,1.51,1.93,,,,,,,,,0,104,,,,,,,,
59991,125149,1714855207290,1.5,1.91,,,,,,,,,0,104,,,,,,,,
59992,125151,1714855207292,1.46,1.88,,,,,,,,,0,104,,,,,,,,
59993,125153,1714855207294,1.49,1.91,,0.23,0.04,0.91,0.0,4.0,1.0,0.24,0,104,,,,,,,,
59994,125155,1714855207296,1.51,1.94,,,,,,,,,0,104,,,,,,,,
59995,125157,1714855207298,1.52,1.94,,,,,,,,,0,104,,,,,,,,
59996,125159,1714855207300,1.47,1.89,,,,,,,,,0,104,,,,,,,,
59997,125161,1714855207302,1.48,1.9,,,,,,,,,0,104,,,,,,,,
59998,125163,1714855207304,1.51,1.93,,0.01,0.07,1.06,0.0,0.0,0.0,0.07,0,104,0.0,39.67432,-77.417763,0.0,1144.4,9.0,3.0,1.6
59999,125165,1714855207306,1.51,1.94,,,,,,,,,0,104,,,,,,,,
60000,125167,1714855207308,1.52,1.94,,,,,,,,,0,52,,,,,,,,
60001,125169,1714855207310,1.52,1.94,,,,,,,,,0,52,,,,,,,,
60002,125171,1714855207312,1.51,1.93,,,,,,,,,0,52,,,,,,,,
60003,125173,1714855207314,1.48,1.89,,-0.08,0.03,1.07,0.0,-1.0,0.0,0.08,0,52,,,,,,,,
60004,125175,1714855207316,1.47,1.88,,,,,,,,,0,52,,,,,,,,
60005,125177,1714855207318,1.48,1.91,,,,,,,,,0,52,,,,,,,,
60006,125179,1714855207320,1.5,1.92,,,,,,,,,0,52,,,,,,,,
60007,125181,1714855207322,1.51,1.92,,,,,,,,,0,52,,,,,,,,
60008,125183,1714855207324,1.52,1.93,,0.11,-0.0,0.89,0.0,-3.0,0.0,0.11,0,52,0.0,,,,,,,
60009,125185,1714855207326,1.52,1.93,,,,,,,,,0,52,,,,,,,,
60010,125187,1714855207328,1.52,1.94,,,,,,,,,0,52,,,,,,,,
60011,125189,1714855207330,1.51,1.93,,,,,,,,,0,52,,,,,,,,
60012,125191,1714855207332,1.51,1.94,,,,,,,,,0,52,,,,,,,,
60013,125193,1714855207334,1.5,1.92,,0.2,0.03,0.98,0.0,2.0,0.0,0.2,0,52,,,,,,,,
60014,125195,1714855207336,1.48,1.89,,,,,,,,,0,52,,,,,,,,
60015,125197,1714855207338,1.47,1.89,,,,,,,,,0,52,,,,,,,,
60016,125199,1714855207340,1.49,1.92,,,,,,,,,0,52,,,,,,,,
60017,125201,1714855207342,1.51,1.93,,,,,,,,,0,52,,,,,,,,
60018,125203,1714855207344,1.51,1.94,,-0.05,0.06,1.02,1.0,1.0,0.0,0.07,0,52,0.0,39.67432,-77.417763,0.0,1144.4,9.0,3.0,1.6
60019,125205,1714855207346,1.51,1.94,,,,,,,,,0,52,,,,,,,,
60020,125207,1714855207348,1.5,1.92,,,,,,,,,0,52,,,,,,,,
60021,125209,1714855207350,1.46,1.88,,,,,,,,,0,52,,,,,,,,
60022,125211,1714855207352,1.49,1.91,,,,,,,,,0,52,,,,,,,,
60023,125213,1714855207354,1.51,1.94,,-0.03,0.01,1.11,0.0,-3.0,-1.0,0.03,0,52,,,,,,,,
60024,125215,1714855207356,1.51,1.94,,,,,,,,,0,52,,,,,,,,
60025,125217,1714855207358,1.52,1.94,,,,,,,,,0,52,,,,,,,,
60026,125219,1714855207360,1.51,1.93,,,,,,,,,0,52,,,,,,,,
60027,125221,1714855207362,1.48,1.89,,,,,,,,,0,52,,,,,,,,
60028,125223,1714855207364,1.47,1.89,,0.17,-0.01,0.83,0.0,-3.0,0.0,0.17,0,52,0.0,,,,,,,
60029,125225,1714855207366,1.5,1.92,,,,,,,,,0,52,,,,,,,,
60030,125227,1714855207368,1.51,1.94,,,,,,,,,0,52,,,,,,,,
60031,125229,1714855207370,1.52,1.94,,,,,,,,,0,52,,,,,,,,
60032,125231,1714855207372,1.52,1.94,,,,,,,,,0,52,,,,,,,,
60033,125233,1714855207374,1.5,1.92,,0.13,0.04,0.98,0.0,5.0,0.0,0.14,0,52,,,,,,,,
60034,125235,1714855207376,1.47,1.89,,,,,,,,,0,52,,,,,,,,
60035,125237,1714855207378,1.48,1.9,,,,,,,,,0,52,,,,,,,,
60036,125239,1714855207380,1.51,1.93,,,,,,,,,0,52,,,,,,,,
60037,125241,1714855207382,1.52,1.94,,,,,,,,,0,52,,,,,,,,
60038,125243,1714855207384,1.52,1.94,,-0.05,0.07,1.1,0.0,1.0,0.0,0.09,0,104,0.0,39.67432,-77.417763,0.0,1144.4,9.0,3.0,1.6
60039,125245,1714855207386,1.51,1.93,,,,,,,,,0,104,,,,,,,,
60040,125247,1714855207388,1.5,1.93,,,,,,,,,0,104,,,,,,,,
60041,125249,1714855207390,1.48,1.89,,,,,,,,,0,104,,,,,,,,
60042,125251,1714855207392,1.47,1.89,,,,,,,,,0,104,,,,,,,,
60043,125253,1714855207394,1.47,1.9,,-0.02,-0.01,0.96,0.0,-5.0,0.0,0.02,0,104,,,,,,,,
60044,125255,1714855207396,1.49,1.91,,,,,,,,,0,104,,,,,,,,
60045,125257,1714855207398,1.51,1.94,,,,,,,,,0,104,,,,,,,,
60046,125259,1714855207400,1.52,1.94,,,,,,,,,0,104,,,,,,,,
60047,125261,1714855207402,1.52,1.95,,,,,,,,,0,104,,,,,,,,
60048,125263,1714855207404,1.49,1.91,,0.23,0.03,0.92,-1.0,2.0,1.0,0.24,0,104,0.0,,,,,,,
60049,125265,1714855207406,1.51,1.93,,,,,,,,,0,104,,,,,,,,
60050,125267,1714855207408,1.51,1.94,,,,,,,,,0,104,,,,,,,,
60051,125269,1714855207410,1.52,1.94,,,,,,,,,0,104,,,,,,,,
60052,125271,1714855207412,1.51,1.93,,,,,,,,,0,104,,,,,,,,
60053,125273,1714855207414,1.48,1.89,,0.12,0.08,0.99,0.0,0.0,0.0,0.15,0,104,,,,,,,,
60054,125275,1714855207416,1.49,1.91,,,,,,,,,0,104,,,,,,,,
60055,125277,1714855207418,1.51,1.94,,,,,,,,,0,104,,,,,,,,
60056,125279,1714855207420,1.51,1.94,,,,,,,,,0,104,,,,,,,,
60057,125281,1714855207422,1.52,1.94,,,,,,,,,0,104,,,,,,,,
60058,125283,1714855207424,1.5,1.92,,-0.07,0.02,1.13,1.0,1.0,0.0,0.08,0,104,0.0,39.67432,-77.417763,0.0,1144.4,9.0,3.0,1.6
60059,125285,1714855207426,1.47,1.88,,,,,,,,,0,104,,,,,,,,
60060,125287,1714855207428,1.48,1.9,,,,,,,,,0,104,,,,,,,,
60061,125289,1714855207430,1.5,1.93,,,,,,,,,0,104,,,,,,,,
60062,125291,1714855207432,1.51,1.94,,,,,,,,,0,104,,,,,,,,
60063,125293,1714855207434,1.52,1.94,,0.06,-0.0,0.95,0.0,-5.0,0.0,0.06,0,104,,,,,,,,
60064,125295,1714855207436,1.5,1.92,,,,,,,,,0,104,,,,,,,,
60065,125297,1714855207438,1.47,1.89,,,,,,,,,0,104,,,,,,,,
60066,125299,1714855207440,1.48,1.9,,,,,,,,,0,104,,,,,,,,
60067,125301,1714855207442,1.5,1.92,,,,,,,,,0,104,,,,,,,,
60068,125303,1714855207444,1.51,1.93,,0.24,0.03,0.9,0.0,4.0,1.0,0.24,0,104,0.0,,,,,,,
60069,125305,1714855207446,1.51,1.94,,,,,,,,,0,104,,,,,,,,
60070,125307,1714855207448,1.52,1.94,,,,,,,,,0,104,,,,,,,,
60071,125309,1714855207450,1.51,1.92,,,,,,,,,0,104,,,,,,,,
60072,125311,1714855207452,1.47,1.89,,,,,,,,,0,104,,,,,,,,
60073,125313,1714855207454,1.48,1.88,,0.02,0.07,1.05,0.0,1.0,0.0,0.07,0,104,,,,,,,,
60074,125315,1714855207456,1.52,1.92,,,,,,,,,0,104,,,,,,,,
60075,125317,1714855207458,1.52,1.94,,,,,,,,,0,108,,,,,,,,
60076,125319,1714855207460,1.52,1.94,,,,,,,,,0,108,,,,,,,,
60077,125321,1714855207462,1.51,1.93,,,,,,,,,0,108,,,,,,,,
60078,125323,1714855207464,1.48,1.9,,-0.08,0.03,1.08,0.0,-1.0,-1.0,0.09,0,108,0.0,39.67432,-77.417763,0.0,1144.4,9.0,3.0,1.6
60079,125325,1714855207466,1.47,1.89,,,,,,,,,0,108,,,,,,,,
60080,125327,1714855207468,1.5,1.92,,,,,,,,,0,108,,,,,,,,
60081,125329,1714855207470,1.51,1.94,,,,,,,,,0,108,,,,,,,,
60082,125331,1714855207472,1.52,1.94,,,,,,,,,0,108,,,,,,,,
60083,125333,1714855207474,1.52,1.94,,0.1,-0.0,0.9,0.0,-3.0,0.0,0.1,0,108,,,,,,,,
60084,125335,1714855207476,1.52,1.94,,,,,,,,,0,108,,,,,,,,
60085,125337,1714855207478,1.52,1.94,,,,,,,,,0,108,,,,,,,,
60086,125339,1714855207480,1.52,1.93,,,,,,,,,0,108,,,,,,,,
