"Interval|""ms""|0|0|1","Utc|""ms""|0|0|1","Analog1|""""|0|5|100","Analog2|""""|0|5|50","Battery|""Volts""|0.0|20.0|1","AccelX|""G""|-3.0|3.0|50","AccelY|""G""|-3.0|3.0|50","AccelZ|""G""|-3.0|3.0|50","Yaw|""Deg/Sec""|-120|120|50","Pitch|""Deg/Sec""|-120|120|50","Roll|""Deg/Sec""|-120|120|50","Gsum|""G""|0.0|3.0|50","RPM1|""rpm""|0.0|1000000.0|1000","Latitude|""Degrees""|-180.0|180.0|25","Longitude|""Degrees""|-180.0|180.0|25","Speed|""mph""|0.0|150.0|25","Altitude|""ft""|0.0|4000.0|25"
2559843,1.70215E+12,0,0,,0.29,1.3,0.51,-43,-2,14,1.33,10621,39.674396,-77.417557,11.59,1088.3
2559883,1.70215E+12,0,0,,-0.01,0.5,0.85,-59,1,31,0.5,10579,39.674396,-77.417564,12.1,1088.5
2559923,1.70215E+12,0,0,,0.25,1.13,0.71,-66,-3,20,1.16,10537,39.674396,-77.417564,11.71,1088.6
2559963,1.70215E+12,0,0,,0.39,0.69,1.08,-79,-8,-7,0.79,10495,39.6744,-77.417564,11.79,1088.7
2560003,1.70215E+12,0,0,,0.41,0.72,1.03,-81,3,4,0.83,10453,39.6744,-77.417564,11.55,1088.8
2560043,1.70215E+12,0,0,12.75,0.23,0.96,1.29,-83,7,2,0.99,10411,39.6744,-77.417572,11.39,1088.9
2560083,1.70215E+12,0,0,,0.54,0.6,1.45,-85,12,5,0.81,10369,39.6744,-77.417572,11.19,1089
2560123,1.70215E+12,0,0,,0.08,-0.1,0.79,-76,11,15,0.12,10328,39.674404,-77.417572,10.99,1089
2560163,1.70215E+12,0,0,,0.11,0.22,0.87,-61,-1,14,0.25,10287,39.674404,-77.417572,11.39,1089.1
2560203,1.70215E+12,0,0,,0.35,0.29,0.76,-46,-12,11,0.46,10246,39.674404,-77.417572,10.63,1089.1
2560243,1.70215E+12,0,0,,-0.31,0.09,1.51,-38,-10,4,0.32,10205,39.674404,-77.417572,11.51,1089.2
2560283,1.70215E+12,0,0,,-0.8,-0.05,1.27,-29,-2,-4,0.8,10164,39.674404,-77.41758,11.91,1089.2
2560323,1.70215E+12,0,0,,-0.52,-0.05,0.87,-20,11,-21,0.53,10124,39.674408,-77.41758,11.89,1089.3
2560363,1.70215E+12,0,0,,-0.32,-0.44,0.41,-6,2,-16,0.55,10083,39.674408,-77.417587,11.35,1089.3
2560403,1.70215E+12,0,0,,-0.38,-0.28,1.09,4,1,-1,0.47,10043,39.674408,-77.417587,11.3,1089.3
2560443,1.70215E+12,0,0,,-0.53,0.17,0.85,11,-2,-2,0.56,10003,39.674408,-77.417587,11.8,1089.4
2560483,1.70215E+12,0,0,,-0.6,0.26,0.35,10,-12,-8,0.66,9963,39.674408,-77.417595,12.54,1089.4
2560523,1.70215E+12,0,0,,-0.12,0.16,0.48,12,-11,-1,0.2,9923,39.674408,-77.417595,12.69,1089.5
2560563,1.70215E+12,0,0,,0.02,0.37,1.44,11,-8,-2,0.37,9883,39.674408,-77.417603,12.79,1089.5
2560603,1.70215E+12,0,0,,-0.09,0.09,1.13,6,4,5,0.13,9844,39.674408,-77.417603,13.41,1089.5
2560643,1.70215E+12,0,0,,-0.01,0.79,1.28,-3,10,-2,0.79,9805,39.674408,-77.417603,12.92,1089.5
2560683,1.70215E+12,0,0,,-0.04,0.67,0.61,-10,2,-12,0.67,9766,39.674408,-77.41761,12.66,1089.6
2560723,1.70215E+12,0,0,,-0.57,0.3,0.79,-16,-7,-5,0.65,9727,39.674408,-77.41761,12.61,1089.6
2560763,1.70215E+12,0,1,,-0.67,0.61,1.04,-25,4,13,0.91,9688,39.674408,-77.41761,12.62,1089.6
2560803,1.70215E+12,0,0,,-0.24,0.71,0.82,-36,0,25,0.75,9649,39.674408,-77.41761,13.25,1089.7
2560843,1.70215E+12,0,1,,-0.46,0.05,0.55,-41,2,7,0.46,9611,39.674408,-77.417618,13.24,1089.7
2560883,1.70215E+12,0,0,,-0.44,0.76,0.98,-42,-6,4,0.87,9572,39.674408,-77.417618,13.46,1089.8
2560923,1.70215E+12,0,0,,0.17,1.16,1.04,-57,-9,1,1.18,9534,39.674408,-77.417618,12.96,1089.8
2560963,1.70215E+12,0,0,,-0.01,0.96,0.89,-68,-7,9,0.96,9496,39.674408,-77.417625,13.13,1089.8
2561003,1.70215E+12,0,0,,-0.09,1.03,1.26,-79,-1,20,1.03,9458,39.674408,-77.417625,13.04,1089.9
2561043,1.70215E+12,0,0,12.75,0.15,0.75,0.97,-84,2,18,0.76,9420,39.674408,-77.417633,13.05,1089.9
2561083,1.70215E+12,0,0,,0.06,0.75,1.07,-87,7,11,0.75,9383,39.674408,-77.417633,12.66,1089.9
2561123,1.70215E+12,0,0,,0.25,0.55,1,-85,17,2,0.61,9345,39.674408,-77.417641,12.55,1090
2561163,1.70215E+12,0,0,,-0.22,0.19,0.47,-79,10,7,0.29,9308,39.674408,-77.417641,12.15,1090
2561203,1.70215E+12,0,0,,0.11,0.42,0.43,-71,1,1,0.44,9271,39.674404,-77.417641,11.9,1090.1
2561243,1.70215E+12,0,0,,-0.39,0.03,0.31,-59,-8,3,0.39,9234,39.674404,-77.417648,12.02,1090.1
2561283,1.70215E+12,0,0,,-0.41,0.25,0.83,-48,-14,5,0.48,9197,39.674404,-77.417648,12.56,1090.2
2561323,1.70215E+12,0,1,,-0.24,0,1.08,-40,-13,-9,0.24,9160,39.674404,-77.417648,12.66,1090.4
2561363,1.70215E+12,0,1,,-0.56,-0.06,0.92,-29,0,-6,0.57,9124,39.674404,-77.417648,12.74,1090.5
2561403,1.70215E+12,0,1,,-0.45,0.03,0.57,-17,2,4,0.45,9087,39.6744,-77.417648,12.69,1090.6
2561443,1.70215E+12,0,1,,-0.29,0.49,0.61,-9,5,11,0.57,9051,39.6744,-77.417656,12.56,1090.6
2561483,1.70215E+12,0,1,,-0.33,0.25,0.45,-10,-1,11,0.41,9015,39.6744,-77.417656,12.79,1090.7
2561523,1.70215E+12,0,0,,-0.01,0.8,0.69,-12,-9,9,0.8,8979,39.674396,-77.417656,12.63,1090.9
2561563,1.70215E+12,0,0,,-0.05,0.84,0.8,-18,-6,4,0.84,8943,39.674396,-77.417664,13.15,1091
2561603,1.70215E+12,0,1,,-0.04,0.09,0.62,-23,-6,8,0.09,8907,39.674396,-77.417664,13.03,1091.2
2561643,1.70215E+12,0,0,,0.04,1.03,0.82,-26,-14,10,1.03,8872,39.674393,-77.417664,13.12,1091.3
2561683,1.70215E+12,0,0,,0.39,1.04,1.41,-31,-16,8,1.11,8836,39.674393,-77.417671,13.22,1091.4
2561723,1.70215E+12,0,0,,0.32,1.14,0.81,-44,-12,5,1.18,8801,39.674393,-77.417671,13.03,1091.6
2561763,1.70215E+12,0,0,,0.49,0.81,0.88,-53,-11,15,0.95,8766,39.674393,-77.417671,12.75,1091.7
2561803,1.70215E+12,0,0,,0.53,0.79,0.68,-49,-18,-6,0.95,8731,39.674389,-77.417671,12.45,1091.8
2561843,1.70215E+12,0,0,,0.23,0.22,0.94,-48,-16,-10,0.32,8696,39.674389,-77.417679,12.18,1091.9
2561883,1.70215E+12,0,0,,0.3,0.57,1.14,-46,-15,14,0.64,8661,39.674389,-77.417679,11.93,1092.1
2561923,1.70215E+12,0,0,,0.34,1.01,1.23,-55,-4,7,1.06,8627,39.674385,-77.417679,11.7,1092.1
2561963,1.70215E+12,0,0,,0.04,1.01,1.1,-60,-6,2,1.01,8592,39.674385,-77.417679,11.46,1092.2
2562003,1.70215E+12,0,0,,0.29,0.47,0.95,-60,-3,11,0.55,8558,39.674381,-77.417686,10.78,1092.2
2562043,1.70215E+12,0,0,12.78,0.03,0.78,1.11,-66,3,16,0.78,8524,39.674381,-77.417686,10.09,1092.3
2562083,1.70215E+12,0,0,,-0.17,0.77,0.97,-67,2,15,0.79,8490,39.674377,-77.417686,9.48,1092.4
2562123,1.70215E+12,0,0,,0.14,0.39,0.18,-68,1,-5,0.41,8456,39.674377,-77.417686,8.7,1092.5
2562163,1.70215E+12,0,0,,0.49,0.79,1.19,-74,2,-21,0.93,8422,39.674377,-77.417686,9.16,1092.5
2562203,1.70215E+12,0,0,,0.22,0.45,0.97,-77,11,7,0.5,8388,39.674374,-77.417694,9.27,1092.5
2562243,1.70215E+12,0,0,,0,0.4,1,-73,4,19,0.4,8355,39.674374,-77.417694,9.96,1092.4
2562283,1.70215E+12,0,0,,-0.53,0.74,0.79,-70,-2,15,0.91,8322,39.67437,-77.417694,9.24,1092.5
2562323,1.70215E+12,0,0,,-0.11,0.48,0.8,-71,-10,1,0.49,8288,39.67437,-77.417694,9.51,1092.5
2562363,1.70215E+12,0,0,,0.03,0.55,1.02,-77,-13,-10,0.55,8255,39.67437,-77.417694,9.68,1092.5
2562403,1.70215E+12,0,0,,-0.17,0.37,0.79,-76,-16,6,0.41,8222,39.67437,-77.417694,9.31,1092.6
2562443,1.70215E+12,0,0,,0.01,0.63,1.43,-77,-6,17,0.63,8190,39.674366,-77.417694,9.35,1092.6
2562483,1.70215E+12,0,0,,-0.18,0.78,1.03,-80,2,10,0.8,8157,39.674366,-77.417694,9.5,1092.6
2562523,1.70215E+12,0,0,,0.35,0.66,0.71,-77,1,2,0.75,8124,39.674362,-77.417694,9.24,1092.6
2562563,1.70215E+12,0,0,,0.58,0.43,1.03,-73,-5,-10,0.72,8092,39.674362,-77.417694,9.03,1092.7
2562603,1.70215E+12,0,0,,0,-0.1,0.59,-62,0,-5,0.1,8060,39.674358,-77.417694,9.06,1092.7
2562643,1.70215E+12,0,0,,-0.05,-0.62,0.92,-45,-3,-6,0.63,8027,39.674358,-77.417694,9.19,1092.7
2562683,1.70215E+12,0,0,,-0.37,-0.74,0.78,-23,0,-19,0.83,7995,39.674355,-77.417694,9.43,1092.7
2562723,1.70215E+12,0,0,,-0.09,-0.78,0.49,-1,2,-24,0.78,7963,39.674355,-77.417694,9.68,1092.7
2562763,1.70215E+12,0,0,,0.11,-0.61,1.28,19,-4,-27,0.62,7932,39.674351,-77.417694,9.98,1092.7
2562803,1.70215E+12,0,0,,-0.25,-0.9,1.27,31,3,-23,0.93,7900,39.674351,-77.417694,10.02,1092.6
2562843,1.70215E+12,0,0,,-0.16,-0.82,1.25,43,8,-20,0.84,7868,39.674351,-77.417694,10.32,1092.6
2562883,1.70215E+12,0,0,,-0.49,-0.57,0.88,49,8,-32,0.75,7837,39.674351,-77.417694,10.34,1092.6
2562923,1.70215E+12,0,0,,-0.29,-0.66,0.88,53,7,-26,0.73,7806,39.674347,-77.417694,10.44,1092.5
2562963,1.70215E+12,0,0,,-0.08,-0.52,0.44,55,10,-17,0.53,7775,39.674347,-77.417694,10.68,1092.5
2563003,1.70215E+12,0,0,,0.2,-0.02,0.52,55,-8,-15,0.2,7743,39.674343,-77.417686,10.71,1092.5
2563043,1.70215E+12,0,0,12.77,0.36,-0.33,0.51,57,5,-19,0.49,7713,39.674343,-77.417686,10.73,1092.5
2563083,1.70215E+12,0,0,,0.31,-0.74,0.52,62,-12,-4,0.8,7682,39.674339,-77.417686,11.13,1092.5
2563123,1.70215E+12,0,0,,0.1,-0.35,0.8,64,-15,7,0.36,7651,39.674339,-77.417686,11.59,1092.5
2563163,1.70215E+12,0,0,,0.47,-0.59,1.14,56,-16,-20,0.75,7621,39.674336,-77.417686,11.44,1092.5
2563203,1.70215E+12,0,0,,0.74,-1.13,1.23,60,-13,-29,1.35,7590,39.674336,-77.417686,11.31,1092.5
2563243,1.70215E+12,0,0,,0.14,-1.2,1.07,68,-22,-13,1.21,7560,39.674332,-77.417686,11.79,1092.5
2563283,1.70215E+12,0,0,,-0.26,-1.04,1.29,75,-16,-2,1.08,7530,39.674332,-77.417686,11.67,1092.5
2563323,1.70215E+12,0,0,,-0.08,-0.84,1.4,83,-4,-18,0.85,7500,39.674332,-77.417686,11.28,1092.5
2563363,1.70215E+12,0,0,,-0.1,-0.65,0.92,88,3,-22,0.65,7470,39.674328,-77.417686,11.06,1092.6
2563403,1.70215E+12,0,0,,-0.65,-0.71,0.65,89,5,-7,0.96,7440,39.674328,-77.417686,10.15,1092.6
2563443,1.70215E+12,0,0,,-0.53,-0.28,0.66,93,-1,0,0.6,7410,39.674324,-77.417686,10.12,1092.6
2563483,1.70215E+12,0,0,,-0.45,-0.39,0.29,83,1,-4,0.6,7381,39.674324,-77.417686,9.91,1092.7
2563523,1.70215E+12,0,0,,-0.73,-0.88,0.63,74,-2,-14,1.14,7351,39.67432,-77.417686,9.4,1092.7
2563563,1.70215E+12,0,0,,-0.48,-1.02,0.67,75,-9,-8,1.13,7322,39.67432,-77.417686,9.86,1092.7
2563603,1.70215E+12,0,0,,0.04,-0.96,0.97,77,-11,0,0.96,7339,39.674316,-77.417686,10.54,1092.7
2563643,1.70215E+12,0,0,,-0.04,-0.85,1.51,78,-7,-6,0.85,7370,39.674316,-77.417694,10.41,1092.7
2563683,1.70215E+12,0,0,,-0.48,-0.49,1.01,80,8,4,0.69,7400,39.674313,-77.417694,11.07,1092.7
2563723,1.70215E+12,0,0,,-0.63,1.48,0.72,59,16,20,1.6,7431,39.674313,-77.417694,10.63,1092.7
2563763,1.70215E+12,0,0,,-0.3,1.34,0.93,22,1,3,1.37,7461,39.674313,-77.417694,10.72,1092.8
2563803,1.70215E+12,0,0,,-0.23,1.17,1.33,-13,-1,-11,1.19,7491,39.674313,-77.417694,10.46,1092.8
2563843,1.70215E+12,0,0,,-0.11,0.47,1.13,-42,4,8,0.48,7521,39.674309,-77.417694,10.2,1092.9
2563883,1.70215E+12,0,0,,0.16,0.36,1.42,-54,11,26,0.39,7551,39.674309,-77.417694,10.25,1093
2563923,1.70215E+12,0,0,,0,0.39,0.68,-62,11,19,0.39,7581,39.674309,-77.417694,9.62,1093
2563963,1.70215E+12,0,0,,0.34,-0.23,0.23,-61,0,11,0.41,7611,39.674305,-77.417694,9.15,1093.1
2564003,1.70215E+12,0,0,,0.21,0.12,0.4,-58,-15,19,0.24,7640,39.674305,-77.417694,9.26,1093.2
2564043,1.70215E+12,0,0,12.79,0.32,0.37,1.32,-58,-14,24,0.49,7670,39.674305,-77.417694,9.34,1093.2
2564083,1.70215E+12,0,0,,0.24,0.73,1.03,-63,-12,18,0.77,7699,39.674301,-77.417702,9.25,1093.3
2564123,1.70215E+12,0,0,,0.38,0.53,1.28,-68,-10,8,0.66,7728,39.674301,-77.417702,9.06,1093.4
2564163,1.70215E+12,0,0,,0.21,0.26,0.95,-67,-10,2,0.33,7757,39.674301,-77.417702,9.01,1093.4
2564203,1.70215E+12,0,0,,0.41,0.17,1.41,-65,-13,4,0.44,7786,39.674297,-77.417702,8.4,1093.4
2564243,1.70215E+12,0,0,,0.59,0.64,1.33,-64,-9,9,0.87,7815,39.674297,-77.417702,8.16,1093.4
2564283,1.70215E+12,0,0,,0.22,0.47,1.18,-65,-4,11,0.52,7844,39.674294,-77.417702,8.13,1093.4
2564323,1.70215E+12,0,0,,0.57,0.33,1.51,-68,7,10,0.66,7873,39.674294,-77.417709,7.65,1093.5
2564363,1.70215E+12,0,0,,0.33,0.42,1.06,-73,10,15,0.53,7901,39.674294,-77.417709,7.46,1093.6
2564403,1.70215E+12,0,0,,-0.14,0.52,0.91,-76,10,9,0.54,7930,39.674294,-77.417709,6.91,1093.6
2564443,1.70215E+12,0,0,,-0.31,0.19,0.01,-76,10,1,0.37,7958,39.674294,-77.417709,6.59,1093.7
2564483,1.70215E+12,0,0,,0.42,0.06,0.88,-71,8,11,0.43,7986,39.674294,-77.417709,6.27,1093.7
2564523,1.70215E+12,0,0,,0.41,0.06,0.92,-71,6,19,0.42,8014,39.67429,-77.417709,6.54,1093.8
2564563,1.70215E+12,0,0,,0.19,0.32,0.82,-66,-14,21,0.37,8042,39.67429,-77.417709,7.37,1093.7
2564603,1.70215E+12,0,0,,-0.09,0.46,0.88,-68,-14,17,0.47,8070,39.67429,-77.417709,7.51,1093.8
2564643,1.70215E+12,0,0,,-0.19,0.73,1.08,-72,-12,8,0.75,8098,39.674286,-77.417709,7.62,1093.8
2564683,1.70215E+12,0,0,,0.11,0.64,0.96,-77,-8,2,0.65,8092,39.674286,-77.417709,8.1,1093.8
2564723,1.70215E+12,0,0,,0.56,0.48,0.96,-84,-9,11,0.74,8060,39.674286,-77.417709,8.21,1093.9
2564763,1.70215E+12,0,0,,0.58,0.74,0.91,-88,-1,8,0.94,8028,39.674282,-77.417709,8.06,1093.9
2564803,1.70215E+12,0,0,,0.22,0.42,1.01,-88,-12,13,0.47,7996,39.674282,-77.417709,8.24,1093.9
2564843,1.70215E+12,0,0,,0,0.57,0.75,-90,2,7,0.57,7964,39.674278,-77.417709,8.26,1093.9
2564883,1.70215E+12,0,0,,-0.02,0.3,0.59,-86,-12,20,0.3,7932,39.674278,-77.417709,8.1,1093.9
2564923,1.70215E+12,0,0,,0.11,0.83,1.5,-87,-11,17,0.84,7900,39.674274,-77.417709,8.1,1093.9
2564963,1.70215E+12,0,0,,0.09,0.91,1.27,-94,-2,10,0.92,7869,39.674274,-77.417709,8.68,1093.9
2565003,1.70215E+12,0,0,,-0.39,0.47,0.9,-97,-4,6,0.61,7837,39.674274,-77.417709,9,1093.9
2565043,1.70215E+12,0,0,12.79,-0.55,0.6,0.8,-98,5,6,0.82,7806,39.674271,-77.417709,9.26,1093.9
2565083,1.70215E+12,0,0,,-0.09,0.53,0.51,-91,0,8,0.54,7775,39.674271,-77.417709,9.15,1093.8
2565123,1.70215E+12,0,0,,0.33,0.2,0.67,-81,-3,5,0.39,7744,39.674271,-77.417702,8.77,1093.8
2565163,1.70215E+12,0,0,,0.23,0.36,1.1,-70,-6,4,0.43,7713,39.674271,-77.417702,8.95,1093.8
2565203,1.70215E+12,0,0,,0.05,0.01,1.14,-63,4,2,0.05,7682,39.674267,-77.417702,9.41,1093.7
2565243,1.70215E+12,0,0,,-0.18,-0.51,0.66,-46,9,-3,0.54,7652,39.674267,-77.417702,9.78,1093.7
2565283,1.70215E+12,0,0,,-0.06,-0.73,0.53,-23,-4,-5,0.73,7621,39.674267,-77.417702,9.68,1093.7
2565323,1.70215E+12,5,0,,0.25,-0.72,1.08,-2,-8,-10,0.76,7591,39.674263,-77.417702,10.07,1093.6
2565363,1.70215E+12,5,0,,0.2,-0.38,1.2,17,0,-11,0.43,7560,39.674263,-77.417694,10.82,1093.6
2565403,1.70215E+12,0,0,,-0.41,-0.07,0.86,23,-7,-8,0.41,7530,39.674263,-77.417694,10.53,1093.5
2565443,1.70215E+12,0,0,,-0.51,0.03,1.06,25,6,-16,0.51,7500,39.674259,-77.417694,10.9,1093.5
2565483,1.70215E+12,0,0,,-0.22,0.01,0.69,24,7,-17,0.22,7470,39.674259,-77.417694,11.22,1093.5
2565523,1.70215E+12,0,0,,-0.32,-0.17,0.64,20,-2,-19,0.36,7440,39.674259,-77.417694,11.46,1093.4
2565563,1.70215E+12,0,0,,-0.26,-0.65,0.93,21,5,-10,0.7,7411,39.674259,-77.417694,11.58,1093.4
2565603,1.70215E+12,0,0,,-0.49,-0.81,0.52,25,15,14,0.94,7381,39.674255,-77.417686,12.15,1093.3
2565643,1.70215E+12,0,0,,-0.41,0.25,0.74,22,0,19,0.48,7352,39.674255,-77.417686,12.11,1093.3
2565683,1.70215E+12,0,0,,-0.17,0.54,1.16,12,1,-12,0.57,7322,39.674252,-77.417686,11.85,1093.2
2565723,1.70215E+12,0,0,,-0.46,-0.28,0.91,8,3,-13,0.54,7293,39.674252,-77.417679,12.43,1093.2
2565763,1.70215E+12,0,0,,-0.46,-0.35,0.91,9,7,-9,0.57,7264,39.674252,-77.417679,12.66,1093.1
2565803,1.70215E+12,0,0,,-0.32,-0.15,0.83,8,6,-17,0.36,7235,39.674252,-77.417679,12.83,1093
2565843,1.70215E+12,0,0,,-0.3,-0.56,0.6,11,4,2,0.64,7206,39.674252,-77.417679,13.01,1093
2565883,1.70215E+12,0,0,,-0.22,-0.2,0.51,10,-7,18,0.29,7177,39.674248,-77.417671,13.03,1092.9
2565923,1.70215E+12,0,0,,-0.25,0.33,1.06,5,-13,13,0.42,7149,39.674248,-77.417671,13.21,1092.9
2565963,1.70215E+12,0,0,,0,0.49,1.19,-2,-4,-13,0.49,7120,39.674244,-77.417671,13.88,1092.9
2566003,1.70215E+12,0,0,,0.11,-0.21,0.5,-4,-9,-17,0.23,7092,39.674244,-77.417664,14.04,1092.9
2566043,1.70215E+12,0,0,12.77,0.35,-0.41,1.33,1,-10,-3,0.54,7063,39.674244,-77.417664,13.73,1092.8
2566083,1.70215E+12,0,0,,-0.21,-0.22,0.98,1,-10,11,0.3,7035,39.67424,-77.417664,13.79,1092.8
2566123,1.70215E+12,0,0,,-0.17,0.01,1.08,-1,-7,12,0.17,7007,39.67424,-77.417656,13.87,1092.7
2566163,1.70215E+12,0,0,,-0.31,-0.02,1.19,-3,-3,-6,0.31,6979,39.674236,-77.417656,13.84,1092.7
2566203,1.70215E+12,0,0,,0.1,-0.27,1.13,-2,12,-10,0.29,6951,39.674236,-77.417656,13.91,1092.7
2566243,1.70215E+12,0,0,,-0.2,-0.33,1.37,0,23,-5,0.38,6923,39.674232,-77.417648,13.45,1092.6
2566283,1.70215E+12,0,0,,-0.31,-0.1,0.98,-1,30,-5,0.33,6896,39.674232,-77.417648,13.39,1092.5
2566323,1.70215E+12,0,0,,-0.06,-0.44,0.42,4,21,16,0.45,6868,39.674232,-77.417648,13.05,1092.5
2566363,1.70215E+12,0,0,,-0.48,0.44,-0.09,3,3,9,0.65,6841,39.674232,-77.417648,12.99,1092.4
2566403,1.70215E+12,0,1,,-0.01,-0.14,0.65,-5,-13,-11,0.14,6814,39.674229,-77.417648,13.45,1092.3
2566443,1.70215E+12,0,1,,-0.27,-0.29,1.09,2,-4,16,0.39,6786,39.674229,-77.417648,14.38,1092.2
2566483,1.70215E+12,0,0,,-0.4,0.49,1.13,-1,1,10,0.64,6759,39.674225,-77.417641,14.75,1092.2
2566523,1.70215E+12,0,0,,-0.07,0.47,0.54,-12,-14,-16,0.48,6732,39.674225,-77.417641,14.65,1092.2
2566563,1.70215E+12,0,0,,-0.53,-0.49,0.2,-12,-29,0,0.72,6705,39.674221,-77.417641,14.84,1092.2
2566603,1.70215E+12,0,0,,0.05,0.28,1.44,-8,-29,-8,0.28,6679,39.674221,-77.417633,15.1,1092.1
2566643,1.70215E+12,0,0,,-0.41,-0.44,0.33,-9,-10,-20,0.6,6652,39.674217,-77.417633,15.88,1092.2
2566683,1.70215E+12,0,0,,-0.63,-0.18,0.48,-2,-15,1,0.65,6625,39.674217,-77.417625,16.21,1092.1
2566723,1.70215E+12,0,0,,-0.4,-0.35,1.37,-4,-17,1,0.53,6599,39.674213,-77.417625,15.81,1092.1
2566763,1.70215E+12,0,0,,-0.12,0.51,1.92,-1,16,-9,0.53,6573,39.674213,-77.417625,16.15,1092
2566803,1.70215E+12,0,0,,-0.38,0.14,1.52,-8,44,-39,0.4,6546,39.674213,-77.417618,16.37,1092
2566843,1.70215E+12,0,1,,0.25,0.4,0.41,-12,52,-84,0.48,6520,39.67421,-77.417618,15.12,1091.8
2566883,1.70215E+12,0,1,,0.46,0.15,0.77,-11,55,-73,0.48,6494,39.67421,-77.41761,14.65,1091.8
2566923,1.70215E+12,0,1,,-0.21,-1.18,-0.48,-12,19,58,1.2,6468,39.67421,-77.41761,14.86,1091.6
2566963,1.70215E+12,0,0,,-0.21,0.26,-0.25,-19,-31,76,0.34,6442,39.674206,-77.41761,14.61,1091.5
2567003,1.70215E+12,0,1,,-0.05,0.41,-0.57,-21,-69,24,0.41,6417,39.674206,-77.41761,15.28,1091.5
2567043,1.70215E+12,0,1,12.77,0.81,-0.51,1.26,-17,-89,0,0.95,6391,39.674202,-77.41761,16.7,1091.6
2567083,1.70215E+12,0,1,,0.5,-0.55,2.01,-5,-45,26,0.75,6366,39.674198,-77.417603,18.35,1091.6
2567123,1.70215E+12,0,0,,0.25,0.12,1.27,-8,-7,27,0.28,6340,39.674198,-77.417603,19.14,1091.7
2567163,1.70215E+12,0,0,,0.17,-0.17,1.4,-4,17,2,0.25,6315,39.674194,-77.417603,18.02,1091.6
2567203,1.70215E+12,0,1,,0.11,0.09,1.01,-4,28,-26,0.14,6290,39.674194,-77.417595,16.41,1091.5
2567243,1.70215E+12,0,1,,0.24,-0.52,1.11,0,44,-11,0.57,6265,39.674194,-77.417595,15.62,1091.5
2567283,1.70215E+12,0,1,,0.14,-0.19,0.08,1,28,27,0.23,6240,39.674194,-77.417587,15.09,1091.3
2567323,1.70215E+12,0,0,,0.09,0.29,0.83,2,6,-2,0.31,6215,39.67419,-77.417587,14.41,1091.2
2567363,1.70215E+12,0,0,,-0.08,-0.35,0.8,0,-10,-10,0.36,6190,39.67419,-77.417587,14.8,1091.1
2567403,1.70215E+12,0,1,,-0.16,-0.23,1.67,6,-11,-10,0.27,6165,39.674187,-77.41758,15.29,1091
2567443,1.70215E+12,0,1,,0.06,0.02,1.34,7,4,-9,0.06,6141,39.674187,-77.41758,15.98,1090.9
2567483,1.70215E+12,0,1,,0.23,-0.69,1.16,10,5,-2,0.72,6116,39.674183,-77.417572,16.12,1090.9
2567523,1.70215E+12,0,0,,-0.07,-0.54,0.7,17,0,-2,0.54,6092,39.674183,-77.417572,15.59,1090.8
2567563,1.70215E+12,0,0,,0.26,-0.35,1.13,20,3,-17,0.44,6067,39.674183,-77.417572,15.48,1090.8
2567603,1.70215E+12,0,0,,-0.29,-0.47,0.55,24,6,-16,0.55,6043,39.674179,-77.417572,15.31,1090.8
2567643,1.70215E+12,0,0,,0.05,-0.4,0.28,23,-2,1,0.4,6019,39.674179,-77.417572,15.08,1090.7
2567683,1.70215E+12,0,0,,0,0.07,0.25,16,-17,2,0.07,5995,39.674175,-77.417564,15.34,1090.6
2567723,1.70215E+12,0,1,,0.3,-0.96,1.35,17,-26,-7,1,5971,39.674175,-77.417564,15.26,1090.6
2567763,1.70215E+12,0,0,,0.32,-0.62,1.06,26,-25,-17,0.7,5947,39.674171,-77.417564,15.53,1090.5
2567803,1.70215E+12,0,0,,0.55,-1.09,1.51,33,-17,-2,1.22,5923,39.674171,-77.417557,15.53,1090.5
2567843,1.70215E+12,0,1,,0.3,-0.58,1.35,42,1,4,0.65,5900,39.674171,-77.417557,15.9,1090.5
2567883,1.70215E+12,0,0,,0.4,-0.5,0.87,44,1,-7,0.64,5876,39.674171,-77.417549,15.5,1090.4
2567923,1.70215E+12,0,0,,0.29,-0.01,0.54,45,5,-16,0.29,5853,39.674168,-77.417549,14.87,1090.4
2567963,1.70215E+12,0,1,,0.18,-0.59,0.94,41,-5,-5,0.62,5829,39.674168,-77.417549,14.1,1090.3
2568003,1.70215E+12,0,0,,0.09,-0.31,0.61,35,-6,-8,0.32,5806,39.674164,-77.417542,14.35,1090.3
2568043,1.70215E+12,0,0,12.77,0.35,-0.39,0.64,30,-12,5,0.53,5783,39.674164,-77.417542,13.9,1090.2
2568083,1.70215E+12,0,0,,0.55,-0.77,1.08,28,-23,13,0.95,5760,39.674164,-77.417542,13.81,1090.2
2568123,1.70215E+12,0,0,,0.47,-0.77,1.45,30,-21,-5,0.9,5737,39.67416,-77.417534,13.75,1090.1
2568163,1.70215E+12,0,0,,0.39,-1.06,1.39,37,-11,-4,1.13,5714,39.674156,-77.417534,13.64,1090.1
2568203,1.70215E+12,0,0,,0.56,-0.84,1.41,43,4,9,1.01,5691,39.674156,-77.417534,13.26,1090.1
2568243,1.70215E+12,0,0,,0.53,-0.64,1.01,47,11,13,0.83,5668,39.674156,-77.417534,12.69,1090.1
2568283,1.70215E+12,0,0,,0.13,-0.13,0.79,45,10,-13,0.19,5646,39.674152,-77.417534,12.3,1090
