"Interval|""ms""|0|0|1","Utc|""ms""|0|0|1","Analog1|""""|0|5|100","Analog2|""""|0|5|50","Battery|""Volts""|0.0|20.0|1","AccelX|""G""|-3.0|3.0|50","AccelY|""G""|-3.0|3.0|50","AccelZ|""G""|-3.0|3.0|50","Yaw|""Deg/Sec""|-120|120|50","Pitch|""Deg/Sec""|-120|120|50","Roll|""Deg/Sec""|-120|120|50","Gsum|""G""|0.0|3.0|50","RPM1|""rpm""|0.0|1000000.0|1000","Latitude|""Degrees""|-180.0|180.0|25","Longitude|""Degrees""|-180.0|180.0|25","Speed|""mph""|0.0|150.0|25","Altitude|""ft""|0.0|4000.0|25"
2551323,1.70215E+12,5,0,,-0.05,0.21,0.86,5,7,5,0.22,24901,39.674011,-77.417122,13,1083
2551363,1.70215E+12,5,0,,0.15,-0.07,1.27,1,4,-3,0.17,24802,39.674015,-77.41713,13.23,1083
2551403,1.70215E+12,5,0,,0.19,0.04,1.09,1,-6,11,0.2,24703,39.674015,-77.41713,12.96,1083.1
2551443,1.70215E+12,5,0,,-0.48,0.25,0.84,4,-3,8,0.54,24604,39.674015,-77.41713,12.89,1083
2551483,1.70215E+12,5,0,,-0.68,-0.14,0.61,-1,-6,-4,0.69,24506,39.674015,-77.417137,13.29,1083.1
2551523,1.70215E+12,5,0,,-0.5,-0.48,1.19,3,1,8,0.69,24408,39.674019,-77.417137,13.61,1083.1
2551563,1.70215E+12,5,0,,-0.24,-0.22,1.36,6,6,4,0.33,24311,39.674019,-77.417137,14,1083.2
2551603,1.70215E+12,5,0,,-0.43,-0.3,0.63,9,4,-8,0.52,24213,39.674023,-77.417137,14.03,1083.2
2551643,1.70215E+12,5,0,,-0.41,-0.2,0.71,11,-10,13,0.45,24117,39.674023,-77.417137,13.79,1083.2
2551683,1.70215E+12,5,0,,-0.4,0.13,0.97,10,1,7,0.42,24021,39.674026,-77.417137,13.79,1083.3
2551723,1.70215E+12,5,0,,-0.46,-0.03,0.8,9,11,-7,0.46,23925,39.674026,-77.417145,14.73,1083.4
2551763,1.70215E+12,5,0,,0.13,-0.13,0.58,8,8,6,0.19,23829,39.67403,-77.417145,14.33,1083.4
2551803,1.70215E+12,5,0,,-0.37,-0.34,0.68,9,0,-6,0.5,23734,39.67403,-77.417145,14.37,1083.4
2551843,1.70215E+12,5,0,,-0.22,-0.21,0.91,12,-8,-1,0.31,23639,39.674034,-77.417152,14.07,1083.4
2551883,1.70215E+12,5,0,,-0.14,-0.19,1.04,15,1,6,0.23,23545,39.674034,-77.417152,14.79,1083.4
2551923,1.70215E+12,5,0,,-0.18,-0.05,0.41,15,3,7,0.19,23451,39.674034,-77.417152,14.94,1083.5
2551963,1.70215E+12,5,0,,0.04,0.12,0.99,15,5,10,0.13,23357,39.674034,-77.41716,14.74,1083.5
2552003,1.70215E+12,5,0,,-0.03,0.15,1.1,12,2,-13,0.16,23264,39.674038,-77.41716,14.98,1083.5
2552043,1.70215E+12,5,0,12.95,0.35,0.02,0.91,12,9,-12,0.35,23171,39.674042,-77.41716,14.98,1083.5
2552083,1.70215E+12,5,0,,0.01,-0.44,0.76,13,5,1,0.44,23079,39.674042,-77.417168,15.23,1083.5
2552123,1.70215E+12,0,0,,0.16,-0.02,0.56,12,1,14,0.16,22986,39.674046,-77.417168,15.1,1083.5
2552163,1.70215E+12,0,0,,-0.07,-0.05,0.81,10,-7,18,0.09,22895,39.674046,-77.417168,15.07,1083.5
2552203,1.70215E+12,0,0,,0.28,0.52,0.84,6,-2,-10,0.6,22803,39.674049,-77.417175,15.5,1083.5
2552243,1.70215E+12,0,0,,-0.06,-0.53,0.53,4,-8,-8,0.53,22712,39.674053,-77.417175,15.78,1083.6
2552283,1.70215E+12,0,0,,0.28,-0.04,1.25,7,-6,2,0.29,22622,39.674053,-77.417175,15.9,1083.6
2552323,1.70215E+12,0,0,,0.06,-0.13,1.26,7,3,2,0.15,22531,39.674053,-77.417175,15.83,1083.6
2552363,1.70215E+12,5,0,,0.21,-0.01,0.75,4,8,8,0.21,22441,39.674053,-77.417175,15.88,1083.6
2552403,1.70215E+12,5,0,,-0.23,-0.06,0.04,3,-3,-1,0.24,22352,39.674057,-77.417175,15.8,1083.6
2552443,1.70215E+12,5,0,,0.35,-0.13,1.12,0,0,-4,0.37,22263,39.674061,-77.417183,15.91,1083.6
2552483,1.70215E+12,5,0,,0.04,-0.48,0.72,3,5,4,0.48,22174,39.674061,-77.417183,16.18,1083.7
2552523,1.70215E+12,0,0,,-0.05,0.15,0.76,4,7,9,0.15,22085,39.674065,-77.417183,16.07,1083.7
2552563,1.70215E+12,0,0,,-0.08,0.19,0.58,1,-5,4,0.21,21997,39.674068,-77.417191,16.39,1083.8
2552603,1.70215E+12,0,0,,-0.07,0.51,1.23,2,2,-7,0.51,21909,39.674068,-77.417191,16.43,1083.8
2552643,1.70215E+12,5,0,,0.04,0.39,0.41,-6,12,-20,0.39,21822,39.674072,-77.417191,16.66,1083.8
2552683,1.70215E+12,5,0,,-0.43,-0.32,0.24,-2,0,-1,0.54,21735,39.674072,-77.417198,16.52,1083.8
2552723,1.70215E+12,5,0,,-0.19,-0.02,1.07,-3,-6,1,0.19,21648,39.674072,-77.417198,16.45,1083.8
2552763,1.70215E+12,0,0,,-0.2,0.2,0.98,-2,-2,9,0.28,21561,39.674076,-77.417198,16.93,1083.9
2552803,1.70215E+12,0,0,,-0.53,0.21,1.2,-3,5,13,0.57,21475,39.674076,-77.417206,17.33,1083.9
2552843,1.70215E+12,0,0,,-0.12,0.67,0.65,-6,10,-6,0.68,21390,39.67408,-77.417206,16.97,1083.9
2552883,1.70215E+12,0,0,,-0.4,-0.07,-0.09,-9,6,-11,0.41,21304,39.674084,-77.417206,17.32,1083.9
2552923,1.70215E+12,0,0,,-0.61,-0.52,0.31,-6,-14,-22,0.8,21219,39.674084,-77.417213,16.99,1083.9
2552963,1.70215E+12,0,0,,-0.13,0.05,0.93,1,-7,15,0.14,21134,39.674088,-77.417213,17.12,1083.9
2553003,1.70215E+12,0,0,,-0.01,0.54,1.17,0,-12,21,0.54,21050,39.674091,-77.417213,17.44,1083.9
2553043,1.70215E+12,0,0,12.66,-0.37,0.07,1.48,-3,-10,12,0.37,20966,39.674095,-77.417213,17.9,1084
2553083,1.70215E+12,0,0,,0.03,0.76,1.17,-12,10,-29,0.76,20882,39.674095,-77.417213,18.03,1084
2553123,1.70215E+12,0,0,,-0.18,-0.51,0.35,-8,22,-18,0.54,20799,39.674095,-77.417221,17.65,1084.1
2553163,1.70215E+12,0,0,,-0.38,-0.86,0.4,6,16,16,0.94,20716,39.674099,-77.417221,17.19,1084
2553203,1.70215E+12,0,0,,-0.69,0.05,-0.03,10,8,11,0.7,20633,39.674099,-77.417229,17.17,1084
2553243,1.70215E+12,0,0,,-0.21,0.11,0.69,5,-13,8,0.24,20551,39.674103,-77.417229,17.54,1084
2553283,1.70215E+12,0,0,,-0.26,0.06,1.36,6,-8,-26,0.27,20469,39.674107,-77.417229,17.85,1084.1
2553323,1.70215E+12,0,0,,-0.68,-0.75,0.53,8,-3,-24,1.01,20387,39.674107,-77.417236,18.53,1084.1
2553363,1.70215E+12,0,0,,-0.44,-0.63,0.51,14,3,13,0.77,20306,39.67411,-77.417236,18.26,1084.1
2553403,1.70215E+12,0,0,,-0.44,0.23,0.9,14,3,25,0.5,20225,39.674114,-77.417244,18.34,1084.1
2553443,1.70215E+12,0,0,,-0.96,0.07,1.22,8,11,11,0.96,20144,39.674114,-77.417244,18.26,1084.2
2553483,1.70215E+12,0,0,,-1.07,-0.11,0.7,3,-2,-13,1.07,20063,39.674114,-77.417244,18.39,1084.2
2553523,1.70215E+12,0,0,,-0.78,-0.2,0.66,1,-13,-17,0.81,19983,39.674118,-77.417252,18.27,1084.2
2553563,1.70215E+12,0,0,,-0.27,-0.33,0.56,4,-19,9,0.42,19904,39.674122,-77.417252,18.32,1084.2
2553603,1.70215E+12,0,0,,-0.4,-0.55,1.04,6,-26,25,0.68,19824,39.674122,-77.417252,18.83,1084.2
2553643,1.70215E+12,0,0,,-0.48,-0.1,0.93,5,-15,21,0.49,19745,39.674126,-77.417252,18.87,1084.2
2553683,1.70215E+12,0,0,,0,0.31,0.99,-5,-3,-9,0.31,19666,39.67413,-77.417252,19.34,1084.3
2553723,1.70215E+12,0,0,,0.32,0.31,1.29,-7,7,-15,0.44,19588,39.674133,-77.417259,19.01,1084.3
2553763,1.70215E+12,0,0,,0.28,-0.18,0.96,-2,13,2,0.33,19509,39.674133,-77.417259,18.8,1084.3
2553803,1.70215E+12,0,0,,0.25,-0.76,0.86,0,6,25,0.8,19432,39.674133,-77.417267,18.52,1084.3
2553843,1.70215E+12,0,0,,0.07,0.29,1.12,1,2,16,0.3,19354,39.674137,-77.417267,18.65,1084.3
2553883,1.70215E+12,0,0,,-0.02,-0.02,1.61,-4,5,-16,0.03,19277,39.674141,-77.417267,19.11,1084.3
2553923,1.70215E+12,0,0,,0.13,-0.59,0.57,2,8,-7,0.6,19200,39.674141,-77.417274,19.07,1084.4
2553963,1.70215E+12,0,0,,0.12,0.22,0.74,7,6,11,0.25,19123,39.674145,-77.417274,18.9,1084.4
2554003,1.70215E+12,0,0,,0.15,0.3,0.19,1,-3,15,0.34,19047,39.674149,-77.417282,18.91,1084.4
2554043,1.70215E+12,0,0,12.9,0.04,-0.41,0.65,-1,-9,-7,0.42,18971,39.674152,-77.417282,19.52,1084.6
2554083,1.70215E+12,5,0,,-0.05,-0.76,0.97,5,-19,-5,0.76,18895,39.674152,-77.417282,19.5,1084.5
2554123,1.70215E+12,0,0,,-0.28,-0.13,0.86,4,0,13,0.31,18820,39.674152,-77.41729,19.83,1084.6
2554163,1.70215E+12,0,0,,0.02,0.35,1.18,2,11,2,0.35,18744,39.674156,-77.41729,19.74,1084.7
2554203,1.70215E+12,5,0,,0.11,0.24,1.06,3,17,-6,0.26,18670,39.67416,-77.417297,19.73,1084.7
2554243,1.70215E+12,0,0,,0.18,-0.04,1.18,8,15,1,0.18,18595,39.674164,-77.417297,19.26,1084.7
2554283,1.70215E+12,5,0,,0.02,0.45,1.03,13,5,0,0.45,18521,39.674164,-77.417297,19.18,1084.8
2554323,1.70215E+12,5,0,,-0.26,-0.09,-0.09,11,-9,-8,0.27,18447,39.674168,-77.417297,19.25,1084.8
2554363,1.70215E+12,0,0,,-0.29,-0.6,0.48,12,-17,9,0.66,18373,39.674171,-77.417297,19.75,1084.8
2554403,1.70215E+12,0,0,,-0.39,-0.67,0.37,15,-17,2,0.78,18300,39.674171,-77.417305,19.97,1084.9
2554443,1.70215E+12,5,0,,-0.21,0.13,0.92,17,-15,-10,0.25,18227,39.674175,-77.417305,20.35,1084.9
2554483,1.70215E+12,0,0,,0.04,-0.43,1.25,13,0,-37,0.43,18154,39.674175,-77.417305,20.45,1085
2554523,1.70215E+12,5,0,,-0.15,-0.42,0.65,26,11,-6,0.45,18082,39.674179,-77.417313,20.51,1085
2554563,1.70215E+12,0,0,,-0.28,0.35,0.7,27,5,12,0.45,18009,39.674183,-77.417313,19.98,1085
2554603,1.70215E+12,0,0,,-0.37,-0.07,0.97,25,5,6,0.37,17938,39.674187,-77.41732,19.77,1085.1
2554643,1.70215E+12,5,0,,-0.43,0.23,1.01,21,5,-31,0.49,17866,39.67419,-77.41732,19.96,1085
2554683,1.70215E+12,0,0,,-0.6,-0.43,0.66,20,-8,-16,0.74,17795,39.67419,-77.41732,20.22,1085
2554723,1.70215E+12,5,0,,-0.68,-0.37,1.09,23,-4,10,0.78,17724,39.674194,-77.417328,20.11,1085
2554763,1.70215E+12,0,0,,-0.58,-0.44,1.49,24,3,5,0.72,17653,39.674194,-77.417328,20.72,1085
2554803,1.70215E+12,0,0,,-0.29,-0.37,1.25,23,12,-5,0.47,17582,39.674198,-77.417336,20.72,1085
2554843,1.70215E+12,5,0,,-0.12,-0.52,0.57,21,14,7,0.53,17512,39.674202,-77.417336,20.26,1085
2554883,1.70215E+12,0,0,,-0.18,-0.05,0.52,13,14,2,0.19,17442,39.674206,-77.417336,19.26,1085
2554923,1.70215E+12,5,0,,-0.03,-0.12,-0.04,3,-7,-5,0.12,17373,39.67421,-77.417336,19.66,1085
2554963,1.70215E+12,0,0,,0.09,-0.78,0.82,0,-30,7,0.78,17303,39.67421,-77.417336,19.69,1085
2555003,1.70215E+12,0,0,,-0.15,0.23,1.12,-4,-27,4,0.27,17234,39.674213,-77.417336,20.54,1085
2555043,1.70215E+12,5,0,12.94,-0.03,0.06,1.43,-11,-13,1,0.06,17165,39.674213,-77.417343,21.19,1085.1
2555083,1.70215E+12,0,0,,0.01,0.07,1.19,-12,3,12,0.07,17097,39.674217,-77.417343,21.11,1085.2
2555123,1.70215E+12,5,0,,0.03,0.36,0.83,-14,12,5,0.36,17029,39.674221,-77.417343,21.34,1085.2
2555163,1.70215E+12,0,0,,0.03,0.23,1,-12,11,1,0.23,16961,39.674225,-77.417343,20.49,1085.3
2555203,1.70215E+12,0,0,,-0.22,0.38,0.7,-13,11,-7,0.44,16893,39.674229,-77.417351,20.46,1085.3
2555243,1.70215E+12,5,0,,-0.18,0.09,0.9,-11,5,-2,0.2,16825,39.674232,-77.417351,20.36,1085.3
2555283,1.70215E+12,0,0,,-0.15,0.5,0.91,-6,7,7,0.53,16758,39.674232,-77.417351,20.42,1085.3
2555323,1.70215E+12,5,0,,-0.17,0.63,0.47,-4,-7,8,0.65,16691,39.674236,-77.417358,20.65,1085.4
2555363,1.70215E+12,0,0,,-0.03,0.59,0.69,-4,-13,6,0.59,16625,39.67424,-77.417358,20.7,1085.4
2555403,1.70215E+12,5,0,,0,0.75,0.75,-8,-11,-5,0.75,16558,39.67424,-77.417358,21.11,1085.5
2555443,1.70215E+12,5,0,,-0.02,0.24,0.76,-5,-6,11,0.24,16492,39.674244,-77.417366,21.32,1085.6
2555483,1.70215E+12,0,0,,-0.02,0.93,1.03,-5,5,2,0.93,16426,39.674248,-77.417366,21.52,1085.6
2555523,1.70215E+12,0,0,,0.05,0.12,1.21,-9,8,-2,0.13,16361,39.674252,-77.417366,21.29,1085.7
2555563,1.70215E+12,0,0,,0.25,-0.04,1.24,-8,12,-5,0.26,16296,39.674252,-77.417374,21.38,1085.7
2555603,1.70215E+12,0,0,,0.09,-0.13,0.64,1,4,22,0.16,16230,39.674255,-77.417374,20.77,1085.7
2555643,1.70215E+12,0,0,,0.12,0.4,0.63,-2,-6,9,0.41,16166,39.674259,-77.417374,20.52,1085.7
2555683,1.70215E+12,0,0,,0.09,0.17,0.63,-5,-16,-20,0.19,16101,39.674263,-77.417374,21.31,1085.7
2555723,1.70215E+12,0,0,,0.48,0.22,1.01,-4,-23,-2,0.53,16037,39.674267,-77.417374,21.21,1085.8
2555763,1.70215E+12,0,0,,0.26,0.1,1.38,-6,-14,25,0.28,15973,39.674271,-77.417374,20.7,1085.9
2555803,1.70215E+12,0,0,,0.59,0.34,1.19,-5,-5,21,0.68,15909,39.674271,-77.417381,20.26,1086
2555843,1.70215E+12,0,0,,0.15,0.07,1.31,-11,0,-4,0.17,15846,39.674274,-77.417381,20.1,1086.1
2555883,1.70215E+12,0,0,,0.65,0.29,1.2,-10,11,6,0.71,15782,39.674274,-77.417381,19.47,1086.2
2555923,1.70215E+12,0,0,,0.36,0.04,0.97,-11,11,27,0.36,15719,39.674278,-77.417389,18.82,1086.2
2555963,1.70215E+12,0,0,,0.28,0.53,0.8,-12,5,14,0.6,15657,39.674282,-77.417389,17.9,1086.3
2556003,1.70215E+12,0,0,,0.15,0.17,0.73,-18,-1,-8,0.23,15594,39.674286,-77.417389,17.38,1086.3
2556043,1.70215E+12,0,0,12.68,0.01,0.15,0.59,-14,-8,3,0.15,15532,39.67429,-77.417397,17.39,1086.4
2556083,1.70215E+12,0,0,,0.56,0.87,1.2,-13,-20,21,1.04,15470,39.67429,-77.417397,17.22,1086.4
2556123,1.70215E+12,0,0,,0.08,0.62,1.35,-17,-16,25,0.62,15408,39.674294,-77.417397,17.06,1086.5
2556163,1.70215E+12,0,0,,0.45,0.81,1.45,-25,-7,22,0.93,15346,39.674294,-77.417397,16.79,1086.5
2556203,1.70215E+12,0,0,,0.26,0.93,1.03,-30,-6,-10,0.97,15285,39.674297,-77.417404,16.75,1086.5
2556243,1.70215E+12,0,0,,0.23,0.49,0.97,-37,-1,0,0.54,15224,39.674297,-77.417404,15.86,1086.6
2556283,1.70215E+12,0,0,,0.32,0.59,1.16,-40,8,18,0.67,15163,39.674301,-77.417404,15.49,1086.7
2556323,1.70215E+12,0,0,,0.13,0.57,0.88,-43,12,20,0.58,15103,39.674301,-77.417412,15.02,1086.7
2556363,1.70215E+12,0,0,,0.4,0.7,0.52,-42,3,20,0.81,15043,39.674305,-77.417412,14.31,1086.8
2556403,1.70215E+12,0,0,,0.08,0.55,0.45,-41,-4,17,0.55,14983,39.674309,-77.417412,14.25,1086.7
2556443,1.70215E+12,0,0,,0.19,0.91,0.9,-33,-27,9,0.93,14923,39.674309,-77.417412,14.25,1086.8
2556483,1.70215E+12,0,0,,0.53,1.29,1.41,-42,-25,4,1.4,14863,39.674313,-77.417412,14.1,1086.8
2556523,1.70215E+12,0,0,,0.17,1.32,1.42,-53,-13,-3,1.33,14804,39.674313,-77.417412,14.2,1086.8
2556563,1.70215E+12,0,0,,0.22,0.8,1.24,-62,0,-8,0.82,14745,39.674313,-77.417412,13.68,1086.9
2556603,1.70215E+12,0,0,,-0.02,0.84,1.26,-74,17,-11,0.84,14686,39.674313,-77.417419,13.08,1087
2556643,1.70215E+12,0,1,,-0.23,-0.41,0.39,-69,20,9,0.47,14627,39.674316,-77.417419,12.3,1087
2556683,1.70215E+12,0,0,,-0.25,0.01,0.43,-57,15,32,0.25,14569,39.674316,-77.417419,11.84,1087
2556723,1.70215E+12,0,0,,-0.04,0.72,0.48,-49,5,20,0.72,14511,39.674316,-77.417419,12.11,1087
2556763,1.70215E+12,0,0,,0.47,0.79,1.32,-42,-17,-7,0.92,14453,39.67432,-77.417427,12.56,1087
2556803,1.70215E+12,0,1,,0.02,0.75,0.81,-39,-16,-22,0.75,14395,39.67432,-77.417427,12.14,1087
2556843,1.70215E+12,0,1,,-0.11,0.48,1.27,-41,-11,-22,0.49,14338,39.674324,-77.417427,12.32,1087.1
2556883,1.70215E+12,0,1,,-0.37,-0.01,0.41,-46,0,-4,0.37,14280,39.674324,-77.417435,12.2,1087.2
2556923,1.70215E+12,0,0,,0.44,0.97,0.88,-52,7,21,1.07,14223,39.674324,-77.417435,11.65,1087.3
2556963,1.70215E+12,0,0,,0.13,0.82,0.93,-63,17,14,0.83,14167,39.674324,-77.417435,11.92,1087.3
2557003,1.70215E+12,0,0,,0.44,1.32,0.72,-67,5,-32,1.39,14110,39.674328,-77.417442,11.63,1087.3
2557043,1.70215E+12,0,1,12.71,-0.61,-0.22,0.41,-55,-11,-26,0.65,14054,39.674328,-77.417442,11.35,1087.3
2557083,1.70215E+12,0,1,,-0.42,-0.11,0.74,-41,-15,22,0.43,13998,39.674328,-77.417442,11.28,1087.3
2557123,1.70215E+12,0,0,,-0.29,1,1.16,-40,-11,18,1.04,13942,39.674328,-77.41745,11.81,1087.4
2557163,1.70215E+12,0,0,,-0.07,1.07,0.97,-47,-4,3,1.07,13886,39.674328,-77.41745,12.03,1087.4
2557203,1.70215E+12,0,1,,0.24,0.72,0.48,-53,8,-18,0.76,13831,39.674332,-77.41745,11.86,1087.4
2557243,1.70215E+12,0,0,,0.19,-0.01,0.85,-49,8,-2,0.19,13775,39.674332,-77.41745,11.62,1087.5
2557283,1.70215E+12,0,1,,0.05,-0.36,0.19,-37,5,11,0.36,13720,39.674332,-77.41745,11.28,1087.6
2557323,1.70215E+12,0,0,,-0.23,-0.45,0.92,-18,4,-10,0.51,13666,39.674332,-77.417458,10.7,1087.6
2557363,1.70215E+12,0,0,,-0.4,-0.44,0.58,4,-8,-30,0.59,13611,39.674332,-77.417458,11.47,1087.7
2557403,1.70215E+12,5,0,,-0.33,-0.83,0.88,20,-15,-35,0.89,13557,39.674332,-77.417458,11.38,1087.7
2557443,1.70215E+12,5,0,,-0.07,-0.9,1.06,38,3,-26,0.9,13503,39.674332,-77.417465,12.63,1087.7
2557483,1.70215E+12,5,0,,0.35,-0.65,1.37,49,5,-17,0.73,13449,39.674332,-77.417465,12.72,1087.8
2557523,1.70215E+12,5,0,,0.69,-0.54,1.51,57,0,-16,0.87,13395,39.674332,-77.417473,12.5,1087.8
2557563,1.70215E+12,5,0,,0.04,-0.32,0.81,62,-4,-14,0.32,13342,39.674332,-77.417473,11.92,1087.8
2557603,1.70215E+12,0,0,,-0.57,-0.61,0.81,71,8,-23,0.84,13288,39.674332,-77.417473,12.27,1087.8
2557643,1.70215E+12,0,0,,0.17,-0.53,0.17,75,1,-13,0.55,13235,39.674332,-77.41748,11.8,1087.8
2557683,1.70215E+12,0,0,,-0.13,-1.09,0.85,72,-5,-3,1.09,13182,39.674332,-77.41748,11.53,1087.9
2557723,1.70215E+12,0,0,,0.01,-0.44,1.19,77,-4,-6,0.44,13130,39.674332,-77.41748,12.17,1087.9
2557763,1.70215E+12,0,0,,0.36,-0.93,0.98,80,-19,-21,1,13077,39.674332,-77.417488,12.25,1088
2557803,1.70215E+12,0,0,,-0.15,-1.36,0.93,89,-9,-24,1.37,13025,39.674332,-77.417488,11.85,1088
2557843,1.70215E+12,0,0,,0.51,-0.63,1.05,99,-7,-21,0.81,12973,39.674332,-77.417496,12.27,1088
2557883,1.70215E+12,0,0,,0.46,-0.67,1.07,107,-5,-7,0.82,12921,39.674332,-77.417496,12.53,1088
2557923,1.70215E+12,0,0,,0.23,-0.6,0.52,112,11,-2,0.65,12870,39.674332,-77.417496,11.84,1088.1
2557963,1.70215E+12,0,0,,0.22,-0.03,0.57,104,13,-3,0.22,12818,39.674332,-77.417496,11.66,1088.1
2558003,1.70215E+12,0,0,,-0.12,-0.04,0.4,86,-4,-19,0.13,12767,39.674332,-77.417496,11.9,1088.2
2558043,1.70215E+12,0,0,12.68,0.4,-0.51,0.69,74,-21,-15,0.65,12716,39.674332,-77.417496,11.51,1088.2
2558083,1.70215E+12,0,0,,0.62,-0.87,1.26,79,-22,-10,1.07,12665,39.674332,-77.417503,12.32,1088.3
2558123,1.70215E+12,0,0,,0.56,-1.27,1.1,86,-15,-11,1.39,12615,39.674336,-77.417503,11.59,1088.3
2558163,1.70215E+12,0,0,,0.18,-1,1.34,87,-22,10,1.02,12565,39.674336,-77.417503,11.72,1088.3
2558203,1.70215E+12,0,0,,0.24,-0.56,1.21,94,-1,6,0.61,12514,39.674336,-77.417511,11.53,1088.3
2558243,1.70215E+12,0,0,,-0.36,-0.25,0.59,95,2,3,0.44,12464,39.674339,-77.417511,11.37,1088.4
2558283,1.70215E+12,0,0,,-0.41,0,0.77,84,-3,-13,0.41,12415,39.674339,-77.417511,11.21,1088.4
2558323,1.70215E+12,0,0,,-0.31,-0.5,0.81,77,1,-33,0.59,12365,39.674339,-77.417511,10.89,1088.4
2558363,1.70215E+12,0,0,,-0.35,-0.67,0.71,68,-9,-19,0.75,12316,39.674343,-77.417519,10.77,1088.4
2558403,1.70215E+12,0,0,,-0.42,-0.87,0.59,65,-21,-7,0.96,12267,39.674343,-77.417519,11.21,1088.4
2558443,1.70215E+12,0,0,,0.07,-0.64,0.68,64,-14,11,0.65,12218,39.674347,-77.417519,11.52,1088.4
2558483,1.70215E+12,0,0,,0.04,0.19,1.35,62,-14,20,0.2,12169,39.674347,-77.417519,11.56,1088.4
2558523,1.70215E+12,0,0,,-0.19,1.29,1.29,40,-3,27,1.31,12120,39.674351,-77.417519,11.71,1088.4
2558563,1.70215E+12,0,0,,0.14,1.29,1.22,5,4,9,1.29,12072,39.674351,-77.417526,11.63,1088.4
2558603,1.70215E+12,0,0,,-0.44,0.78,1.03,-22,8,4,0.9,12024,39.674351,-77.417526,11.1,1088.4
2558643,1.70215E+12,0,0,,-0.57,0.17,0.61,-39,15,-1,0.59,11976,39.674355,-77.417526,10.93,1088.4
2558683,1.70215E+12,0,0,,-0.6,0.03,0.63,-41,7,6,0.6,11928,39.674355,-77.417526,10.68,1088.3
2558723,1.70215E+12,0,0,,-0.41,0.83,0.62,-50,-3,24,0.92,11880,39.674358,-77.417526,10.69,1088.3
2558763,1.70215E+12,0,0,,0.24,1.19,1.01,-62,-9,20,1.21,11833,39.674358,-77.417526,11.33,1088.3
2558803,1.70215E+12,0,0,,0.66,0.67,1.36,-72,1,22,0.94,11786,39.674362,-77.417526,11.38,1088.2
2558843,1.70215E+12,0,0,,0.45,1,1.56,-77,-5,19,1.09,11738,39.674362,-77.417526,11.2,1088.2
2558883,1.70215E+12,0,0,,0.14,0.75,1.09,-83,3,10,0.77,11692,39.674366,-77.417526,11.09,1088.1
2558923,1.70215E+12,0,0,,0.12,0.43,1.04,-82,-1,7,0.44,11645,39.674366,-77.417526,11.09,1088.1
2558963,1.70215E+12,0,0,,0.16,0.45,1.11,-82,4,14,0.48,11598,39.67437,-77.417526,10.93,1088.1
2559003,1.70215E+12,0,0,,0.1,0.37,0.74,-83,6,5,0.38,11552,39.67437,-77.417526,10.58,1088.1
2559043,1.70215E+12,0,0,12.73,0.08,0.07,0.41,-78,-3,9,0.11,11506,39.67437,-77.417526,10.29,1088
2559083,1.70215E+12,0,0,,-0.06,0.61,0.66,-72,-16,29,0.61,11460,39.67437,-77.417534,10.34,1088
2559123,1.70215E+12,0,0,,0.18,0.93,0.75,-72,-25,16,0.95,11414,39.674374,-77.417534,10.8,1088
2559163,1.70215E+12,0,0,,0.23,0.69,1.39,-74,-25,-3,0.73,11369,39.674374,-77.417534,11.33,1087.9
2559203,1.70215E+12,0,0,,-0.2,0.56,1.16,-82,-6,-5,0.6,11323,39.674377,-77.417534,11.1,1087.9
2559243,1.70215E+12,0,1,,0.13,-0.43,1.42,-78,10,2,0.45,11278,39.674377,-77.417534,10.83,1087.9
2559283,1.70215E+12,0,1,,0.15,-0.76,0.59,-53,17,-12,0.77,11233,39.674381,-77.417534,10.36,1087.9
2559323,1.70215E+12,0,0,,0.46,-0.33,0.74,-32,11,-10,0.57,11188,39.674381,-77.417534,9.93,1087.9
2559363,1.70215E+12,0,0,,0.02,-0.23,0.43,-15,3,12,0.23,11144,39.674381,-77.417534,9.9,1087.9
2559403,1.70215E+12,0,0,,-0.96,0.09,0.74,-4,5,21,0.96,11099,39.674385,-77.417534,9.91,1087.9
2559443,1.70215E+12,0,0,,-0.56,0.33,1.04,1,-1,5,0.65,11055,39.674385,-77.417534,10.53,1087.9
2559483,1.70215E+12,0,0,,-0.47,0.06,0.71,3,-2,-23,0.47,11011,39.674389,-77.417534,10.64,1087.9
2559523,1.70215E+12,0,0,,-0.27,-0.36,0.24,11,-8,-4,0.46,10967,39.674389,-77.417542,11.12,1087.9
2559563,1.70215E+12,0,0,,0.04,-0.01,0.83,16,-10,8,0.04,10923,39.674389,-77.417542,10.97,1087.9
2559603,1.70215E+12,0,0,,0.03,0.62,0.89,15,-10,7,0.62,10879,39.674393,-77.417542,11.45,1087.9
2559643,1.70215E+12,0,0,,0.38,1.08,1.49,1,-9,-4,1.15,10836,39.674393,-77.417549,11.74,1087.9
2559683,1.70215E+12,0,0,,-0.58,0.9,1.34,-16,8,1,1.07,10793,39.674393,-77.417549,11.99,1088
2559723,1.70215E+12,0,0,,-0.55,0.42,0.58,-24,4,-2,0.69,10750,39.674393,-77.417549,12.21,1088.1
2559763,1.70215E+12,0,0,,-0.47,0.97,0.77,-32,3,2,1.07,10707,39.674393,-77.417557,11.47,1088.2
2559803,1.70215E+12,0,0,,-0.15,0.44,0.61,-40,-9,7,0.46,10664,39.674393,-77.417557,11.31,1088.2
